cd_cnpj,nu_ordem,fl_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica
14024827000140,0,1,7/28/2011,ERICK FERNAND CREDI DIO OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
07675116000170,0,1,8/25/2005,MOLDAG COMERCIAL IMPORTADORA E EXPORTADORA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08997331000150,1,1,8/16/2007,JOAO BENEDITO STAUFAKER,4120,PRODUTOR RURAL PESSOA FISICA
08997331000150,2,1,8/16/2007,JOAO BENEDITO STAUFAKER,4120,PRODUTOR RURAL PESSOA FISICA
08997331000150,0,1,8/16/2007,JOAO BENEDITO STAUFAKER,4120,PRODUTOR RURAL PESSOA FISICA
07136184000160,0,1,12/14/2004,C M DE ALMEIDA DE JACOBINA ME,2135,EMPRESARIO INDIVIDUAL
08398508000100,0,1,10/31/2006,ADEMIR ANASTACIO DE SOUZA,2135,EMPRESARIO INDIVIDUAL
08398508000100,1,1,10/31/2006,ADEMIR ANASTACIO DE SOUZA,2135,EMPRESARIO INDIVIDUAL
10897846000120,0,1,6/9/2009,MADEIREIRA TERTO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07233916000130,1,1,2/18/2005,ADMIC COMERCIO DE PECAS E MONTAGENS INDUSTRIAIS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
07233916000130,0,1,2/18/2005,ADMIC COMERCIO DE PECAS E MONTAGENS INDUSTRIAIS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08503692000100,0,1,11/28/2006,LEAO DE JUDA TRANSPORTES RODOVIARIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15985028000100,0,1,7/5/2012,ELEICAO 2012 JOAO BATISTA MATOS VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
15976051000120,0,1,7/5/2012,ELEICAO 2012 MARIA ELIZABETH DUARTE MAGALHAES VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
13782234000180,0,1,5/27/2011,SOLANGE REGINA MARTELOZZO BAPTISTA ME,2135,EMPRESARIO INDIVIDUAL
15841004000170,1,1,7/3/2012,GIVALDO SOARES PORFIRIO TRANSPORTES ME,2135,EMPRESARIO INDIVIDUAL
15841004000170,0,1,7/3/2012,GIVALDO SOARES PORFIRIO TRANSPORTES ME,2135,EMPRESARIO INDIVIDUAL
07906493009390,0,0,6/8/2010,TEX BARREDS MODA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
07906493009390,1,0,6/8/2010,TEX BARREDS MODA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
12769395000170,0,1,10/1/2010,INSA END ENSAIOS NAO DESTRUTIVOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12769395000170,1,1,10/1/2010,INSA END ENSAIOS NAO DESTRUTIVOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15944233000110,0,1,7/5/2012,ELEICAO 2012 JOSE CARLOS ROBERTO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
02558096000990,1,0,7/18/2011,PARANA DISTRIBUIDORA DE PECAS PARA AUTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02558096000990,0,0,7/18/2011,PARANA DISTRIBUIDORA DE PECAS PARA AUTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
01312318000170,0,1,7/16/1996,THERMOCAD PROJETOS E CONSULTORIA TECNICA LTDA,2240,SOCIEDADE SIMPLES LIMITADA
03970885000140,0,1,7/10/2000,DIRETORIO MUNICIPAL DO PARTIDO DOS TRABALHADORES DE TANQUE NOVO,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
02944424000130,2,1,1/8/1999,JONI CLEZAR ECKER ME,2135,EMPRESARIO INDIVIDUAL
02944424000130,1,1,1/8/1999,JONI CLEZAR ECKER ME,2135,EMPRESARIO INDIVIDUAL
02944424000130,0,1,1/8/1999,JONI CLEZAR ECKER ME,2135,EMPRESARIO INDIVIDUAL
00535698000140,0,1,4/6/1995,BUTALLA ENGENHARIA DE COMUNICACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
03758394000130,0,1,4/10/2000,EDUARDO BEIRAO DOS SANTOS ME,2135,EMPRESARIO INDIVIDUAL
34028316859970,0,0,11/23/2009,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,2011,EMPRESA PUBLICA
15399201000180,1,1,4/19/2012,FORTALEZA SERVICOS E MATERIAIS DE CONSTRUCAO EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15399201000180,0,1,4/19/2012,FORTALEZA SERVICOS E MATERIAIS DE CONSTRUCAO EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15399201000180,2,1,4/19/2012,FORTALEZA SERVICOS E MATERIAIS DE CONSTRUCAO EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15399201000180,4,1,4/19/2012,FORTALEZA SERVICOS E MATERIAIS DE CONSTRUCAO EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15399201000180,3,1,4/19/2012,FORTALEZA SERVICOS E MATERIAIS DE CONSTRUCAO EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15156602000100,0,1,3/7/2012,RC PRESTACAO DE SERVICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13056915000160,1,1,1/2/2011,ALYNE MAIA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
13056915000160,0,1,1/2/2011,ALYNE MAIA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
13056915000160,2,1,1/2/2011,ALYNE MAIA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
13056915000160,3,1,1/2/2011,ALYNE MAIA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15540015000110,0,1,5/16/2012,V ARAUJO DA CRUZ GAS ME,2135,EMPRESARIO INDIVIDUAL
15540015000110,4,1,5/16/2012,V ARAUJO DA CRUZ GAS ME,2135,EMPRESARIO INDIVIDUAL
15540015000110,1,1,5/16/2012,V ARAUJO DA CRUZ GAS ME,2135,EMPRESARIO INDIVIDUAL
15540015000110,3,1,5/16/2012,V ARAUJO DA CRUZ GAS ME,2135,EMPRESARIO INDIVIDUAL
15540015000110,2,1,5/16/2012,V ARAUJO DA CRUZ GAS ME,2135,EMPRESARIO INDIVIDUAL
35855154000140,0,1,6/6/1990,CONDOMINIO DO EDIFICIO CIDADE JARDIM,3085,CONDOMINIO EDILICIO
84201888000110,0,1,4/9/1992,SIND DO COM VAREJ DE GENEROS ALIMENT NO ESTADO DO PARA,3131,ENTIDADE SINDICAL
08717603000110,4,1,3/15/2007,DAUTEK COMERCIO REPRESENTACOES E ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08717603000110,0,1,3/15/2007,DAUTEK COMERCIO REPRESENTACOES E ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08717603000110,2,1,3/15/2007,DAUTEK COMERCIO REPRESENTACOES E ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08717603000110,3,1,3/15/2007,DAUTEK COMERCIO REPRESENTACOES E ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08717603000110,1,1,3/15/2007,DAUTEK COMERCIO REPRESENTACOES E ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
80294283000160,2,1,6/30/1988,ASSOCIACAO DE PAIS MESTRES E FUNCIONARIOS APMF DA ESCOLA MUNICIPAL EM TEMPO INTEGRAL HUGO PEREIRA CORREA,3999,ASSOCIACAO PRIVADA
80294283000160,1,1,6/30/1988,ASSOCIACAO DE PAIS MESTRES E FUNCIONARIOS APMF DA ESCOLA MUNICIPAL EM TEMPO INTEGRAL HUGO PEREIRA CORREA,3999,ASSOCIACAO PRIVADA
80294283000160,0,1,6/30/1988,ASSOCIACAO DE PAIS MESTRES E FUNCIONARIOS APMF DA ESCOLA MUNICIPAL EM TEMPO INTEGRAL HUGO PEREIRA CORREA,3999,ASSOCIACAO PRIVADA
13645241000130,1,1,4/19/2011,LIGIA MOLINA PRESTACAO DE SERVICOS EM RECURSOS HUMANOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13645241000130,0,1,4/19/2011,LIGIA MOLINA PRESTACAO DE SERVICOS EM RECURSOS HUMANOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12218804000140,0,1,12/18/2009,ASSOCIACAO PARANAENSE DOS DISTRIBUIDORES E IMPORTADORES DE PRODUTOS CIRURGICOS E IMPLANTES,3999,ASSOCIACAO PRIVADA
10779293000100,4,1,4/20/2009,DISTRIBUIDORA RIBEIRO SANTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10779293000100,1,1,4/20/2009,DISTRIBUIDORA RIBEIRO SANTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10779293000100,2,1,4/20/2009,DISTRIBUIDORA RIBEIRO SANTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10779293000100,0,1,4/20/2009,DISTRIBUIDORA RIBEIRO SANTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10779293000100,3,1,4/20/2009,DISTRIBUIDORA RIBEIRO SANTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13717770000100,0,1,5/28/2011,MARIA STELA ALVES GOMES MEI,2135,EMPRESARIO INDIVIDUAL
09535791000200,0,0,12/11/2008,W B OLIVEIRA & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13563388000180,0,1,4/28/2011,ROSEMIR DOS SANTOS,4120,PRODUTOR RURAL PESSOA FISICA
11944630000130,1,1,5/14/2010,PATRICIA SILVA FERRAZ MEI,2135,EMPRESARIO INDIVIDUAL
11944630000130,2,1,5/14/2010,PATRICIA SILVA FERRAZ MEI,2135,EMPRESARIO INDIVIDUAL
11944630000130,0,1,5/14/2010,PATRICIA SILVA FERRAZ MEI,2135,EMPRESARIO INDIVIDUAL
14530921000170,1,1,10/21/2011,FX SEGURANCA MONITORADA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14530921000170,0,1,10/21/2011,FX SEGURANCA MONITORADA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08318562000190,0,1,9/27/2006,SRM MINERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08318562000190,2,1,9/27/2006,SRM MINERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08318562000190,1,1,9/27/2006,SRM MINERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
08318562000190,3,1,9/27/2006,SRM MINERACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
01409808000190,0,1,9/2/1996,SIRIUS REPRESENTACOES ARTISTICAS LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA
77999357000150,1,1,4/25/1979,CLINICA DE FRATURAS E ORTOPEDIA GARIBALDI LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
77999357000150,0,1,4/25/1979,CLINICA DE FRATURAS E ORTOPEDIA GARIBALDI LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04815857000110,0,1,12/3/2001,DJALMA BARBOSA DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
42886309000170,0,1,8/17/1992,MAQUINALHO MAQUINAS AGRICOLAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10519119000390,1,0,11/23/2011,MINIMERCADO PEREIRA CUNHA E PARENTES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10519119000390,0,0,11/23/2011,MINIMERCADO PEREIRA CUNHA E PARENTES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
33182544000170,0,1,1/18/1990,ADALTO ROBERTO RODRIGUES & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04753247000130,1,1,11/7/2001,MAREGA ANEIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04753247000130,0,1,11/7/2001,MAREGA ANEIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15201746000130,1,1,3/15/2012,LAERTE NOGUEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15201746000130,3,1,3/15/2012,LAERTE NOGUEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15201746000130,2,1,3/15/2012,LAERTE NOGUEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15201746000130,0,1,3/15/2012,LAERTE NOGUEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
06955070000180,0,1,8/18/2004,TARCILANIA BATISTA DE PAULA ME,2135,EMPRESARIO INDIVIDUAL
10633776000100,1,1,10/3/2008,ASSOC DE APOIO ESCOLAR DA CRECHE ESPIRITA PRE ESCOLA MARIA MADALENA,3999,ASSOCIACAO PRIVADA
10633776000100,0,1,10/3/2008,ASSOC DE APOIO ESCOLAR DA CRECHE ESPIRITA PRE ESCOLA MARIA MADALENA,3999,ASSOCIACAO PRIVADA
16529933000100,0,1,7/19/2012,MARCIO SILVA E SILVA MEI,2135,EMPRESARIO INDIVIDUAL
86895232000170,0,1,3/16/1994,ANTONIO ETEVANIO AZEVEDO ME,2135,EMPRESARIO INDIVIDUAL
67601211000150,0,1,2/20/1992,RINALDO CAVASSANI ME,2135,EMPRESARIO INDIVIDUAL
67601211000150,3,1,2/20/1992,RINALDO CAVASSANI ME,2135,EMPRESARIO INDIVIDUAL
67601211000150,2,1,2/20/1992,RINALDO CAVASSANI ME,2135,EMPRESARIO INDIVIDUAL
67601211000150,1,1,2/20/1992,RINALDO CAVASSANI ME,2135,EMPRESARIO INDIVIDUAL
69014991000320,0,0,6/21/2002,ATACADO PEREIRA MARTINS & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
69014991000320,1,0,6/21/2002,ATACADO PEREIRA MARTINS & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
13252848000150,2,1,2/15/2011,MARIA HELENA DOS REIS OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
13252848000150,1,1,2/15/2011,MARIA HELENA DOS REIS OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
13252848000150,0,1,2/15/2011,MARIA HELENA DOS REIS OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
05228827000170,0,1,7/25/2002,BOLA BRANCA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
09585628000170,1,1,5/21/2008,C C E SILVA ME,2135,EMPRESARIO INDIVIDUAL
09585628000170,2,1,5/21/2008,C C E SILVA ME,2135,EMPRESARIO INDIVIDUAL
09585628000170,0,1,5/21/2008,C C E SILVA ME,2135,EMPRESARIO INDIVIDUAL
02418252000160,1,1,5/15/1997,ASSOCIACAO DE PEQUENOS PROD RURAIS DA REGIAO SANTANINHA,3999,ASSOCIACAO PRIVADA
02418252000160,2,1,5/15/1997,ASSOCIACAO DE PEQUENOS PROD RURAIS DA REGIAO SANTANINHA,3999,ASSOCIACAO PRIVADA
02418252000160,0,1,5/15/1997,ASSOCIACAO DE PEQUENOS PROD RURAIS DA REGIAO SANTANINHA,3999,ASSOCIACAO PRIVADA
11826276000140,0,1,4/16/2010,LUCILENE VIEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
11826276000140,1,1,4/16/2010,LUCILENE VIEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
01558867000120,0,1,11/27/1996,JOSE CARLOS CORDEIRO DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL
08925008000170,0,1,6/13/2007,HILSOVA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
03529366000140,0,1,11/17/1999,TEREZINHA GOMES DA SILVA MARMITARIA ME,2135,EMPRESARIO INDIVIDUAL
12829807000110,0,1,11/9/2010,ACOUGUE OLIVEIRA & ROZA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12829807000110,1,1,11/9/2010,ACOUGUE OLIVEIRA & ROZA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04878798000120,0,1,11/5/2001,RODRIGO ALMEIDA TEIXEIRA ME,2135,EMPRESARIO INDIVIDUAL
00267256000160,0,1,10/27/1994,ADRIEL ALBERTO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
16552819000100,0,1,7/23/2012,LORAINE GEBRIN DE CASTRO PEREIRA MEI,2135,EMPRESARIO INDIVIDUAL
08770808000160,,1,4/11/2007,ORIDES RIBEIRO DOMINGUES ME,2135,EMPRESARIO INDIVIDUAL
08861314000190,0,1,5/29/2007,SANTURION E KLEIN REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
00349263000100,,1,12/7/1994,M M F DOS REIS,2135,EMPRESARIO INDIVIDUAL
01155177000120,,1,4/16/1996,ATHENAS SERVICOS E CONSERVACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
91228627000150,,1,9/25/1986,ODISSON DE MOURA LUTZ EPP,2135,EMPRESARIO INDIVIDUAL
73369720000100,,1,9/21/1993,REGER REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
57961435000110,,1,9/10/1987,PIZZARIA JULIO DE MESQUITA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
13241054000190,,1,1/28/1982,DURVAL MORENO DE QUEIROZ,2135,EMPRESARIO INDIVIDUAL
10005612000120,,1,7/10/2008,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PR PSC,3999,ASSOCIACAO PRIVADA
15615703000100,0,1,5/29/2012,RENATA VIETAS BAPTISTA MEI,2135,EMPRESARIO INDIVIDUAL
06776979000170,,1,7/23/2004,ELEICOES 2004 CF JARINU SP COMITE FINANC MUN P VEREADOR PV,3999,ASSOCIACAO PRIVADA
06777154000170,,1,7/23/2004,ELEICOES 2004 CF TRES LAGOAS MS COMITE FINANC MUN P VEREADOR PTB,3999,ASSOCIACAO PRIVADA
09693980000120,,1,7/4/2008,ELEICAO 2008 RICARDO LUIZ DE LIMA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
09925851000110,,1,7/9/2008,ELEICAO 2008 ELIZANE DA SILVA MACHADO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
06875756000160,,1,8/2/2004,ELEICOES 2004 CF JAPERI RJ COMITE FINANC MUN UNICO PSDC,3999,ASSOCIACAO PRIVADA
24694093000160,,1,2/10/1988,CELIO ALVES,2135,EMPRESARIO INDIVIDUAL
06775412000180,,1,7/23/2004,ELEICOES 2004 CF BARBALHA CE COMITE FINANC MUN UNICO PSL,3999,ASSOCIACAO PRIVADA
15469405000140,0,1,5/4/2012,NEIVA MARIA DA ROSA SOUCHIE MEI,2135,EMPRESARIO INDIVIDUAL
15469405000140,1,1,5/4/2012,NEIVA MARIA DA ROSA SOUCHIE MEI,2135,EMPRESARIO INDIVIDUAL
15808982000110,0,1,9/26/2011,COMISSAO PROVISORIA MUNICIPAL DO PARTIDO HUMANISTA DA SOLIDARIEDADE PHS,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
15808412000120,1,1,6/29/2012,SEBASTIANA RIBEIRO DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15808412000120,0,1,6/29/2012,SEBASTIANA RIBEIRO DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
15808412000120,2,1,6/29/2012,SEBASTIANA RIBEIRO DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
07150750000270,0,0,3/5/2007,MASSAROCA RESTAURANTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15812988000160,0,1,6/29/2012,JEAN CHRISTIAN FAGUNDES MEI,2135,EMPRESARIO INDIVIDUAL
11303470000140,0,1,11/5/2009,J FELICIANO DE LIMA ME,2135,EMPRESARIO INDIVIDUAL
11303470000140,1,1,11/5/2009,J FELICIANO DE LIMA ME,2135,EMPRESARIO INDIVIDUAL
73691958000220,1,0,12/22/2005,MIGUEL LESSA DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
73691958000220,0,0,12/22/2005,MIGUEL LESSA DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
73691958000220,2,0,12/22/2005,MIGUEL LESSA DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
11214607000190,2,1,10/13/2009,ALESSANDRO LUIZ LOPES FERREIRA COMERCIO DE ELETRONICOS,2135,EMPRESARIO INDIVIDUAL
11214607000190,1,1,10/13/2009,ALESSANDRO LUIZ LOPES FERREIRA COMERCIO DE ELETRONICOS,2135,EMPRESARIO INDIVIDUAL
11214607000190,0,1,10/13/2009,ALESSANDRO LUIZ LOPES FERREIRA COMERCIO DE ELETRONICOS,2135,EMPRESARIO INDIVIDUAL
11771688000120,2,1,4/5/2010,ROBSON VIEIRA BARROSO MEI,2135,EMPRESARIO INDIVIDUAL
11771688000120,1,1,4/5/2010,ROBSON VIEIRA BARROSO MEI,2135,EMPRESARIO INDIVIDUAL
11771688000120,4,1,4/5/2010,ROBSON VIEIRA BARROSO MEI,2135,EMPRESARIO INDIVIDUAL
11771688000120,0,1,4/5/2010,ROBSON VIEIRA BARROSO MEI,2135,EMPRESARIO INDIVIDUAL
11771688000120,3,1,4/5/2010,ROBSON VIEIRA BARROSO MEI,2135,EMPRESARIO INDIVIDUAL
74642182000130,0,1,4/14/1994,ALFREDO NAOR RODRIGUES FILHO ME,2135,EMPRESARIO INDIVIDUAL
10549901000190,0,1,12/23/2008,EVERALDO MINGORANCI,4120,PRODUTOR RURAL PESSOA FISICA
51467454001180,0,0,11/13/1991,CAMILLO FERRARI SA INDUSTRIA E COMERCIO,2054,SOCIEDADE ANONIMA FECHADA
01854804000110,0,1,5/26/1997,SUELI TEREZINHA MOREIRA & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15099652000100,0,1,2/27/2012,RODRIGO DA SILVA MAFFEI MEI,2135,EMPRESARIO INDIVIDUAL
05211043000130,0,1,8/7/2002,GDM INDUSTRIA E COMERCIO DE MOVEIS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
18593566000130,0,1,9/5/1975,MARIA DE LOURDES BELATO TEIXEIRA DE CARVALHO ME,2135,EMPRESARIO INDIVIDUAL
02992695000160,0,1,9/21/1998,JOSE OSORIO PEREIRA ME,2135,EMPRESARIO INDIVIDUAL
15633996000140,0,1,5/31/2012,GISLENE CURTTI LASTELLA MEI,2135,EMPRESARIO INDIVIDUAL
12118342000190,0,1,6/23/2010,FRANCELINA FERNANDES DE ANDRADE MEI,2135,EMPRESARIO INDIVIDUAL
06149650000180,0,1,2/16/2004,CONSTRUINDO O FUTURO,3999,ASSOCIACAO PRIVADA
06675430000190,,1,7/20/2004,ELEICOES 2004 EDSON DA SILVA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
06632581000160,,1,7/19/2004,ELEICOES 2004 CF PRAIA GRANDE SP COMITE FINANC MUN P VEREADOR PPS,3999,ASSOCIACAO PRIVADA
06650144000170,,1,7/20/2004,ELEICOES 2004 MARCOS AURELIO DOS SANTOS VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
06485720000170,,1,7/15/2004,ELEICOES 2004 CARLOS ROBERTO BASTOS VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO
87713038000190,,1,8/12/1981,J BITTENCOURT SILVA,2135,EMPRESARIO INDIVIDUAL
23678857000160,,1,9/20/1989,VALTER DE SOUSA SILVA,2135,EMPRESARIO INDIVIDUAL
24455990000110,,1,4/9/1969,VALDEC GONCALVES FERREIRA,2135,EMPRESARIO INDIVIDUAL
21939020000100,,1,4/8/1986,RAIMUNDO DA SILVA,2135,EMPRESARIO INDIVIDUAL
58309360000150,,1,11/20/1987,ROCHA ARTEFATOS DE MADEIRA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
31042211000110,,1,7/22/1986,N R BAPTISTA FERREIRA VASSOURAS,2135,EMPRESARIO INDIVIDUAL
59244947000190,,1,7/14/1988,COMERCIO DE PNEUS GSS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
38959698000140,,1,6/27/1990,NADIR FILOMENA CARDINALLI GUERRA,2135,EMPRESARIO INDIVIDUAL
56500663000120,,1,10/1/1986,EDUARDO LOPES BONFIM,2135,EMPRESARIO INDIVIDUAL
39560594000120,,1,5/4/1993,W C N REPRESENTACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
32814311000180,,1,3/6/1991,CARLOS FERNANDES ALVES,2135,EMPRESARIO INDIVIDUAL
73636847000130,,1,11/4/1993,ANTONIO SERGIO CARNEIRO DIAS,2135,EMPRESARIO INDIVIDUAL
77731172000160,,1,6/19/1984,R C REPRESENTACAO DE EMISSORAS LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA
79151197000110,,1,3/18/1986,JC TRANSPORTES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
76569599000140,,1,12/23/1982,JORDAO ANTONIO SILVESTRE,2135,EMPRESARIO INDIVIDUAL
10784028000110,0,1,4/14/2009,REVISTA CARPE DIEM LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
96291141008830,0,0,11/20/2001,SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
10141032000160,2,1,6/24/2008,COMERCIO DE MADEIRAS BUENO & LAPOLA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10141032000160,1,1,6/24/2008,COMERCIO DE MADEIRAS BUENO & LAPOLA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10141032000160,3,1,6/24/2008,COMERCIO DE MADEIRAS BUENO & LAPOLA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10141032000160,0,1,6/24/2008,COMERCIO DE MADEIRAS BUENO & LAPOLA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05355783000140,0,1,10/18/2002,FORMAS UTEIS CONSULTORIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
91063735000110,0,1,7/24/1986,JORGE ANZILIERO ME,2135,EMPRESARIO INDIVIDUAL
12849421000170,0,1,3/25/2010,SOMA STONE BLOCKS GRANITOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
65600496000180,,1,3/11/1991,TRIANGULO COMERCIAL E DISTRIBUIDORA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15327706000130,3,1,3/30/2012,DIRECT FACIL ADMINISTRADORA DE CARTOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15327706000130,1,1,3/30/2012,DIRECT FACIL ADMINISTRADORA DE CARTOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
15327706000130,4,1,3/30/2012,DIRECT FACIL ADMINISTRADORA DE CARTOES EIRELI ME,2305,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA
