cd_cnpj,de_saude_tributaria,de_nivel_atividade,de_situacao,de_classif_natureza_juridica
12671677000130,AMARELO,MEDIA,ATIVA,PRIVADO
15402227000130,AMARELO,MEDIA,ATIVA,PRIVADO
09600674000100,LARANJA,INATIVA,BAIXADA,PRIVADO
14518212000170,AZUL,ALTA,ATIVA,PRIVADO
09492283000100,AZUL,ALTA,ATIVA,PRIVADO
14493755000180,AMARELO,MEDIA,ATIVA,PRIVADO
04213918000170,LARANJA,MEDIA,ATIVA,PRIVADO
11512235000260,VERDE,INATIVA,BAIXADA,PRIVADO
32415820000130,AMARELO,ALTA,ATIVA,PRIVADO
53217477000190,LARANJA,MEDIA,ATIVA,PRIVADO
62955505098620,VERMELHO,MEDIA,ATIVA,PRIVADO
04880466000180,AMARELO,MEDIA,ATIVA,PRIVADO
08155749000110,VERMELHO,ALTA,ATIVA,PRIVADO
38877312000150,AZUL,ALTA,ATIVA,PRIVADO
16529861000100,AZUL,MEDIA,ATIVA,PRIVADO
66298027000110,AMARELO,ALTA,ATIVA,PRIVADO
14078833000180,AMARELO,MEDIA,ATIVA,PRIVADO
04750513000170,LARANJA,MEDIA,ATIVA,PRIVADO
12918948000100,AZUL,ALTA,ATIVA,PRIVADO
04045897000120,AZUL,ALTA,ATIVA,PRIVADO
52198322000190,AZUL,MEDIA,ATIVA,PRIVADO
04292596000100,AZUL,MEDIA,ATIVA,PRIVADO
20487146000110,VERDE,ALTA,ATIVA,PRIVADO
04817811000130,AZUL,MEDIA,ATIVA,PRIVADO
19928639000160,VERDE,ALTA,ATIVA,PRIVADO
06040274000190,AZUL,MEDIA,ATIVA,PRIVADO
02334865000110,LARANJA,MEDIA,ATIVA,PRIVADO
05510553000370,VERMELHO,BAIXA,ATIVA,PRIVADO
09582219000110,AMARELO,MEDIA,ATIVA,PRIVADO
01192668000140,LARANJA,BAIXA,ATIVA,PRIVADO
14401831000180,,INATIVA,BAIXADA,PRIVADO
11153183000100,VERDE,MEDIA,ATIVA,PRIVADO
00985027000180,VERDE,ALTA,ATIVA,PRIVADO
04269473000140,VERMELHO,BAIXA,ATIVA,PRIVADO
14977388000190,VERDE,MEDIA,ATIVA,PRIVADO
16564153000100,,INATIVA,BAIXADA,PRIVADO
03019539000180,VERDE,ALTA,ATIVA,PRIVADO
00835013000180,LARANJA,MEDIA,ATIVA,PRIVADO
07973396000100,,INATIVA,BAIXADA,PRIVADO
00458629000180,,INATIVA,BAIXADA,PRIVADO
00555417000110,,INATIVA,BAIXADA,PRIVADO
06669433000110,,INATIVA,BAIXADA,PRIVADO
02535414000140,,INATIVA,BAIXADA,PRIVADO
73574196000100,,INATIVA,BAIXADA,PRIVADO
81627820000100,,INATIVA,BAIXADA,PRIVADO
89332530000140,,INATIVA,BAIXADA,PRIVADO
80826720000140,,INATIVA,BAIXADA,PRIVADO
34949271000100,,INATIVA,BAIXADA,PRIVADO
00334612000110,,INATIVA,BAIXADA,PRIVADO
00160562000100,,INATIVA,BAIXADA,PRIVADO
08481484000140,,INATIVA,BAIXADA,PRIVADO
02910694000120,,INATIVA,BAIXADA,PRIVADO
03930204000110,,INATIVA,BAIXADA,PRIVADO
97525137000100,,INATIVA,BAIXADA,PRIVADO
04043662000280,VERDE,ALTA,ATIVA,PRIVADO
15089455000100,AZUL,ALTA,ATIVA,PRIVADO
41581695000120,VERMELHO,ALTA,ATIVA,PRIVADO
03877041000230,VERDE,ALTA,ATIVA,PRIVADO
08056113000200,VERDE,ALTA,ATIVA,PRIVADO
09363616000100,AZUL,MEDIA,ATIVA,PRIVADO
05798894000120,VERDE,ALTA,ATIVA,PRIVADO
05622921000100,VERDE,ALTA,ATIVA,PRIVADO
64183965000140,VERDE,ALTA,ATIVA,PRIVADO
10102045000120,,INATIVA,BAIXADA,PRIVADO
84051929000130,LARANJA,MEDIA,ATIVA,PRIVADO
11450156000190,VERDE,ALTA,ATIVA,PRIVADO
16667270000190,AMARELO,MEDIA,ATIVA,PRIVADO
12900275000160,AMARELO,MEDIA,ATIVA,PRIVADO
46044947001410,VERDE,MEDIA,ATIVA,PRIVADO
13169151000110,AMARELO,INATIVA,BAIXADA,PRIVADO
15808855000110,AMARELO,MEDIA,ATIVA,PRIVADO
15800773000120,AMARELO,MEDIA,ATIVA,PRIVADO
15808145000190,AMARELO,MEDIA,ATIVA,PRIVADO
03688589000150,AMARELO,MEDIA,ATIVA,PRIVADO
09192148000140,AMARELO,MEDIA,ATIVA,PRIVADO
11306504000150,AZUL,MEDIA,ATIVA,PRIVADO
12910509000150,AMARELO,BAIXA,ATIVA,PRIVADO
16950221000160,AZUL,BAIXA,ATIVA,PRIVADO
02116884000170,LARANJA,MEDIA,ATIVA,PRIVADO
15322328000100,AZUL,MEDIA,ATIVA,PRIVADO
07444960000190,AMARELO,MEDIA,ATIVA,PRIVADO
00265223000180,AZUL,ALTA,ATIVA,PRIVADO
00850697000190,AZUL,MEDIA,ATIVA,PRIVADO
12092073000130,VERDE,ALTA,ATIVA,PRIVADO
03156703000100,LARANJA,MEDIA,ATIVA,PRIVADO
12432638000180,AMARELO,MEDIA,ATIVA,PRIVADO
02913338000160,AMARELO,MEDIA,ATIVA,PRIVADO
06745483000130,VERDE,ALTA,ATIVA,PRIVADO
08729305000140,AZUL,MEDIA,ATIVA,PRIVADO
01162447000120,LARANJA,BAIXA,ATIVA,PRIVADO
11950969000140,LARANJA,BAIXA,ATIVA,PRIVADO
11288801000110,AMARELO,MEDIA,ATIVA,PRIVADO
05704917000190,AZUL,MEDIA,ATIVA,PRIVADO
08282291000160,AZUL,ALTA,ATIVA,PRIVADO
04885724000110,AZUL,ALTA,ATIVA,PRIVADO
10773750000150,VERDE,ALTA,ATIVA,PRIVADO
03701005000130,AMARELO,MEDIA,ATIVA,PRIVADO
79744009000400,AMARELO,INATIVA,BAIXADA,PRIVADO
05498805000120,AMARELO,ALTA,ATIVA,PRIVADO
05676320000180,,INATIVA,BAIXADA,PRIVADO
57276297000130,AZUL,MEDIA,ATIVA,PRIVADO
04529915000140,AZUL,BAIXA,ATIVA,PRIVADO
21109236000130,,INATIVA,BAIXADA,PRIVADO
16957569000180,AZUL,MEDIA,ATIVA,PRIVADO
13203609000100,LARANJA,ALTA,ATIVA,PRIVADO
38968129000160,,INATIVA,BAIXADA,PRIVADO
11666046000160,VERDE,MEDIA,ATIVA,PRIVADO
37257664000140,AMARELO,MEDIA,ATIVA,PRIVADO
87747820000120,AZUL,MEDIA,ATIVA,PRIVADO
00452081000160,VERDE,MEDIA,ATIVA,PRIVADO
08075175000250,VERDE,MEDIA,ATIVA,PRIVADO
04169353000170,AZUL,MEDIA,ATIVA,PRIVADO
08521042000180,AMARELO,MEDIA,ATIVA,PRIVADO
13018127000180,AMARELO,MEDIA,ATIVA,PRIVADO
03007920000120,LARANJA,MEDIA,ATIVA,PRIVADO
04947948000100,AZUL,MEDIA,ATIVA,PRIVADO
05783991000220,VERDE,ALTA,ATIVA,PRIVADO
90337361000110,VERDE,ALTA,ATIVA,PRIVADO
91346122000190,AMARELO,MEDIA,ATIVA,PRIVADO
10480548000130,VERDE,ALTA,ATIVA,PRIVADO
04205855000100,VERDE,ALTA,ATIVA,PRIVADO
01982301000120,LARANJA,MEDIA,ATIVA,PRIVADO
13052645000110,VERDE,ALTA,ATIVA,PRIVADO
05631039000120,VERDE,ALTA,ATIVA,PRIVADO
09679113000130,,INATIVA,BAIXADA,PRIVADO
05799404000100,AZUL,MEDIA,ATIVA,PRIVADO
15562532000190,VERDE,MEDIA,ATIVA,PRIVADO
02585816000150,,INATIVA,BAIXADA,PRIVADO
17375064000170,,INATIVA,BAIXADA,PRIVADO
17178658000190,,INATIVA,BAIXADA,PRIVADO
16997934000180,,INATIVA,BAIXADA,PRIVADO
10012260000130,,INATIVA,BAIXADA,PRIVADO
12468033000140,,INATIVA,BAIXADA,PRIVADO
10036878000130,,INATIVA,BAIXADA,PRIVADO
10092256000120,,INATIVA,BAIXADA,PRIVADO
10094778000160,,INATIVA,BAIXADA,PRIVADO
17486192000190,,INATIVA,BAIXADA,PRIVADO
28172500000120,,INATIVA,BAIXADA,PRIVADO
31211683000150,,INATIVA,BAIXADA,PRIVADO
26071779000120,,INATIVA,BAIXADA,PRIVADO
28041051000180,,INATIVA,BAIXADA,PRIVADO
32328460000130,,INATIVA,BAIXADA,PRIVADO
56964117000140,,INATIVA,BAIXADA,PRIVADO
63938146000100,,INATIVA,BAIXADA,PRIVADO
20271532000170,,INATIVA,BAIXADA,PRIVADO
93091510000100,,INATIVA,BAIXADA,PRIVADO
83737023000100,,INATIVA,BAIXADA,PRIVADO
49302102000150,,INATIVA,BAIXADA,PRIVADO
83709055000100,,INATIVA,BAIXADA,PRIVADO
79180436000160,,INATIVA,BAIXADA,PRIVADO
62573829000130,,INATIVA,BAIXADA,PRIVADO
45572773000180,,INATIVA,BAIXADA,PRIVADO
90782046000100,,INATIVA,BAIXADA,PRIVADO
72187966000190,,INATIVA,BAIXADA,PRIVADO
82384108000190,,INATIVA,BAIXADA,PRIVADO
50922459000110,,INATIVA,BAIXADA,PRIVADO
48177406000170,,INATIVA,BAIXADA,PRIVADO
66654898000120,,INATIVA,BAIXADA,PRIVADO
39830591000160,,INATIVA,BAIXADA,PRIVADO
50483148000100,,INATIVA,BAIXADA,PRIVADO
87574315000120,,INATIVA,BAIXADA,PRIVADO
84552926000180,,INATIVA,BAIXADA,PRIVADO
76672294000160,,INATIVA,BAIXADA,PRIVADO
57659146000160,,INATIVA,BAIXADA,PRIVADO
45043098000100,,INATIVA,BAIXADA,PRIVADO
90980715000140,,INATIVA,BAIXADA,PRIVADO
35385780000110,,INATIVA,BAIXADA,PRIVADO
50269125000190,,INATIVA,BAIXADA,PRIVADO
16446353000150,,INATIVA,BAIXADA,PRIVADO
86925369000120,,INATIVA,BAIXADA,PRIVADO
02146329000190,LARANJA,BAIXA,ATIVA,PRIVADO
15411644000140,VERDE,ALTA,ATIVA,PRIVADO
15412139000110,VERDE,ALTA,ATIVA,PRIVADO
11395591000160,VERDE,INATIVA,BAIXADA,PRIVADO
14646200000120,VERDE,ALTA,ATIVA,PRIVADO
14628516000190,AMARELO,MEDIA,ATIVA,PRIVADO
13019788000120,AZUL,MEDIA,ATIVA,PRIVADO
14642410000140,VERDE,MEDIA,ATIVA,PRIVADO
14113265000100,VERDE,MEDIA,ATIVA,PRIVADO
12599956000130,AMARELO,MEDIA,ATIVA,PRIVADO
07466434000120,AZUL,BAIXA,ATIVA,PRIVADO
11454185000120,VERDE,MEDIA,ATIVA,PRIVADO
02591246000100,VERDE,ALTA,ATIVA,PRIVADO
02977951000140,AZUL,ALTA,ATIVA,PRIVADO
07721281000110,AZUL,ALTA,ATIVA,PRIVADO
14764585000120,AMARELO,BAIXA,ATIVA,PRIVADO
00306597002060,VERDE,ALTA,ATIVA,PRIVADO
08570105000350,VERDE,INATIVA,BAIXADA,PRIVADO
15259895000150,AMARELO,MEDIA,ATIVA,PRIVADO
12045897000400,VERMELHO,BAIXA,ATIVA,PRIVADO
01752401000160,AMARELO,ALTA,ATIVA,PRIVADO
08464823000260,VERDE,MEDIA,ATIVA,PRIVADO
51642882000120,VERDE,ALTA,ATIVA,PRIVADO
33696220000150,AMARELO,ALTA,ATIVA,PRIVADO
35890110000150,LARANJA,BAIXA,ATIVA,PRIVADO
04630937000100,LARANJA,MEDIA,ATIVA,PRIVADO
08828632000150,AZUL,MEDIA,ATIVA,PRIVADO
08075099000100,AZUL,ALTA,ATIVA,PRIVADO
05043819000150,AZUL,ALTA,ATIVA,PRIVADO
05692431000180,AZUL,ALTA,ATIVA,PRIVADO
10803492000450,VERMELHO,ALTA,ATIVA,PRIVADO
66313362000140,LARANJA,ALTA,ATIVA,PRIVADO
15726046000160,AMARELO,MEDIA,ATIVA,PRIVADO
04328939000130,LARANJA,MEDIA,ATIVA,PRIVADO
92608702000170,AMARELO,MEDIA,ATIVA,PRIVADO
12999273000170,AZUL,ALTA,ATIVA,PRIVADO
15753822000110,VERDE,ALTA,ATIVA,PRIVADO
07317730000160,AMARELO,MEDIA,ATIVA,PRIVADO
07606772000110,LARANJA,BAIXA,ATIVA,PRIVADO
13607003000130,AMARELO,MEDIA,ATIVA,PRIVADO
14672169000100,AMARELO,BAIXA,ATIVA,PRIVADO
14667558000130,AMARELO,MEDIA,ATIVA,PRIVADO
01260278000160,VERDE,ALTA,ATIVA,PRIVADO
10379005000120,AMARELO,MEDIA,ATIVA,PRIVADO
09382562003480,VERDE,MEDIA,ATIVA,PRIVADO
13092055000110,AMARELO,MEDIA,ATIVA,PRIVADO
08953255000180,AZUL,MEDIA,ATIVA,PRIVADO
14788048000110,AMARELO,MEDIA,ATIVA,PRIVADO
14943936000160,AMARELO,MEDIA,ATIVA,PRIVADO
14588888000130,AMARELO,MEDIA,ATIVA,PRIVADO
14580966000150,,INATIVA,BAIXADA,PRIVADO
14297588000100,AMARELO,MEDIA,ATIVA,PRIVADO
15611503000170,AMARELO,MEDIA,ATIVA,PRIVADO
15302922000120,AZUL,MEDIA,ATIVA,PRIVADO
15794496000190,AMARELO,MEDIA,ATIVA,PUBLICO
92155811000180,,INATIVA,BAIXADA,PRIVADO
95042230000120,,INATIVA,BAIXADA,PRIVADO
89959829000120,,INATIVA,BAIXADA,PRIVADO
97506513000100,,INATIVA,BAIXADA,PRIVADO
89510424000100,,INATIVA,BAIXADA,PRIVADO
85667541000120,,INATIVA,BAIXADA,PRIVADO
85480259000130,,INATIVA,BAIXADA,PRIVADO
84420918000180,,INATIVA,BAIXADA,PRIVADO
82969809000190,,INATIVA,BAIXADA,PRIVADO
23664675000130,,INATIVA,BAIXADA,PRIVADO
18977124005580,,INATIVA,BAIXADA,PRIVADO
26967430000170,,INATIVA,BAIXADA,PRIVADO
30506430000140,,INATIVA,BAIXADA,PRIVADO
19829027000110,,INATIVA,BAIXADA,PRIVADO
27375013000100,,INATIVA,BAIXADA,PRIVADO
20686473000100,,INATIVA,BAIXADA,PRIVADO
25106907000160,,INATIVA,BAIXADA,PRIVADO
50413723000190,,INATIVA,BAIXADA,PRIVADO
52304086000140,,INATIVA,BAIXADA,PRIVADO
58541897000140,,INATIVA,BAIXADA,PRIVADO
51722957007780,,INATIVA,BAIXADA,PRIVADO
56631096000140,,INATIVA,BAIXADA,PRIVADO
30263032000140,,INATIVA,BAIXADA,PRIVADO
80079965000150,,INATIVA,BAIXADA,PRIVADO
70987532000140,,INATIVA,BAIXADA,PRIVADO
64444839000100,,INATIVA,BAIXADA,PRIVADO
79857587000100,,INATIVA,BAIXADA,PRIVADO
68653385000120,,INATIVA,BAIXADA,PRIVADO
80054372000130,,INATIVA,BAIXADA,PRIVADO
38882148000170,,INATIVA,BAIXADA,PRIVADO
33093451000170,,INATIVA,BAIXADA,PRIVADO
35427483000190,,INATIVA,BAIXADA,PRIVADO
55875439000150,,INATIVA,BAIXADA,PRIVADO
76948421000100,,INATIVA,BAIXADA,PRIVADO
08208392000190,,INATIVA,BAIXADA,PRIVADO
13751407000100,VERDE,MEDIA,ATIVA,PRIVADO
87319562000180,AZUL,MEDIA,ATIVA,PRIVADO
17022227000130,VERDE,ALTA,ATIVA,PRIVADO
73757106002070,AZUL,MEDIA,ATIVA,PRIVADO
00845050000170,LARANJA,MEDIA,ATIVA,PRIVADO
10659929000180,AZUL,MEDIA,ATIVA,PRIVADO
12675995000170,VERDE,ALTA,ATIVA,PRIVADO
12604222000100,AZUL,ALTA,ATIVA,PRIVADO
15371192000110,AMARELO,MEDIA,ATIVA,PRIVADO
10850179000120,AZUL,MEDIA,ATIVA,PRIVADO
15945833000100,,INATIVA,BAIXADA,PRIVADO
15958733000100,,INATIVA,BAIXADA,PRIVADO
15965977000110,,INATIVA,BAIXADA,PRIVADO
10458986000100,AZUL,ALTA,ATIVA,PRIVADO
07336231000110,,INATIVA,BAIXADA,PRIVADO
13836255000130,AZUL,MEDIA,ATIVA,PRIVADO
07521619000190,LARANJA,MEDIA,ATIVA,PRIVADO
08904244000100,AMARELO,MEDIA,ATIVA,PRIVADO
08466258000190,,INATIVA,BAIXADA,PRIVADO
07157719000180,AZUL,ALTA,ATIVA,PRIVADO
07036294000150,LARANJA,BAIXA,ATIVA,PRIVADO
11625451000130,AMARELO,MEDIA,ATIVA,PRIVADO
07682976000130,AZUL,MEDIA,ATIVA,PRIVADO
08854395000100,AMARELO,MEDIA,ATIVA,PRIVADO
10694771000180,VERDE,MEDIA,ATIVA,PRIVADO
14728862000140,AZUL,MEDIA,ATIVA,PRIVADO
05778723000130,AMARELO,BAIXA,ATIVA,PRIVADO
12765414000190,VERDE,MEDIA,ATIVA,PRIVADO
01082057000140,LARANJA,BAIXA,ATIVA,PRIVADO
01805232000180,VERDE,INATIVA,BAIXADA,PRIVADO
15122837000180,VERDE,MEDIA,ATIVA,PRIVADO
04846255000120,VERMELHO,INATIVA,BAIXADA,PRIVADO
11872895000170,AMARELO,MEDIA,ATIVA,PRIVADO
41128851000100,,INATIVA,BAIXADA,PRIVADO
51448454000160,VERDE,ALTA,ATIVA,PRIVADO
13771748000130,AZUL,BAIXA,ATIVA,PRIVADO
16085274000160,,INATIVA,BAIXADA,PRIVADO
16043134000120,,INATIVA,BAIXADA,PRIVADO
05883311000160,AZUL,MEDIA,ATIVA,PRIVADO
01850823000250,VERDE,INATIVA,BAIXADA,PRIVADO
15542504000100,AMARELO,MEDIA,ATIVA,PRIVADO
93412476000110,AZUL,MEDIA,ATIVA,PRIVADO
09084009000100,AZUL,ALTA,ATIVA,PRIVADO
10428907000100,AZUL,MEDIA,ATIVA,PRIVADO
47305339000160,LARANJA,MEDIA,ATIVA,PRIVADO
01692896000180,,INATIVA,BAIXADA,PRIVADO
13778820000150,AMARELO,MEDIA,ATIVA,PRIVADO
76679745000190,AMARELO,MEDIA,ATIVA,PRIVADO
13884902000180,VERDE,ALTA,ATIVA,PRIVADO
08563298000150,AMARELO,ALTA,ATIVA,PRIVADO
79415287000170,AZUL,ALTA,ATIVA,PRIVADO
12072950000100,AZUL,MEDIA,ATIVA,PRIVADO
07473450000140,AZUL,MEDIA,ATIVA,PRIVADO
11761331000160,AZUL,MEDIA,ATIVA,PRIVADO
13073512000120,AZUL,MEDIA,ATIVA,PRIVADO
04951761000180,LARANJA,BAIXA,ATIVA,PRIVADO
10920681000160,AZUL,ALTA,ATIVA,PRIVADO
07199379000150,AZUL,INATIVA,BAIXADA,PRIVADO
16481403000130,VERDE,ALTA,ATIVA,PRIVADO
16510193000160,AMARELO,MEDIA,ATIVA,PRIVADO
05392393000140,VERDE,ALTA,ATIVA,PRIVADO
43003110000110,AZUL,INATIVA,BAIXADA,PRIVADO
33229428000160,VERMELHO,MEDIA,ATIVA,PRIVADO
25475393000110,LARANJA,ALTA,ATIVA,PRIVADO
16339962000100,VERDE,ALTA,ATIVA,PRIVADO
01685053005700,VERDE,MEDIA,ATIVA,PRIVADO
83305235005340,VERDE,ALTA,ATIVA,PRIVADO
40582355000150,AZUL,ALTA,ATIVA,PRIVADO
11141901000110,AZUL,ALTA,ATIVA,PRIVADO
07992354000370,VERDE,ALTA,ATIVA,PRIVADO
06339575000110,AZUL,ALTA,ATIVA,PRIVADO
11376297000100,,INATIVA,BAIXADA,PRIVADO
04665975000190,VERDE,ALTA,ATIVA,PRIVADO
15213152000140,AMARELO,MEDIA,ATIVA,PRIVADO
35649631000110,AMARELO,MEDIA,ATIVA,PRIVADO
48480495000120,,INATIVA,BAIXADA,PRIVADO
15680573000180,VERDE,MEDIA,ATIVA,PRIVADO
15565788000150,AMARELO,MEDIA,ATIVA,PRIVADO
11528387000170,VERDE,ALTA,ATIVA,PRIVADO
11217280000100,AZUL,MEDIA,ATIVA,PRIVADO
21726740000180,AZUL,ALTA,ATIVA,PRIVADO
04781974000100,LARANJA,INATIVA,BAIXADA,PRIVADO
00837158000200,VERDE,ALTA,ATIVA,PRIVADO
00672715000190,AZUL,ALTA,ATIVA,PRIVADO
01524865000110,,INATIVA,BAIXADA,PRIVADO
11167253000170,VERDE,MEDIA,ATIVA,PRIVADO
00163289000160,AZUL,MEDIA,ATIVA,PRIVADO
26187930000190,VERDE,ALTA,ATIVA,PRIVADO
57133910000160,,INATIVA,BAIXADA,PRIVADO
00236424000150,,INATIVA,BAIXADA,PRIVADO
00591225000160,,INATIVA,BAIXADA,PRIVADO
07826692000170,,INATIVA,BAIXADA,PRIVADO
15567571000180,,INATIVA,BAIXADA,PRIVADO
03322970000100,,INATIVA,BAIXADA,PRIVADO
06765290000140,,INATIVA,BAIXADA,PRIVADO
06845465000120,,INATIVA,BAIXADA,PRIVADO
15456531000160,AMARELO,BAIXA,ATIVA,PRIVADO
11381301000200,VERDE,ALTA,ATIVA,PRIVADO
97534052000180,VERDE,ALTA,ATIVA,PRIVADO
05603958000190,AMARELO,INATIVA,BAIXADA,PRIVADO
14385517000150,AMARELO,INATIVA,BAIXADA,PRIVADO
92906924000170,LARANJA,BAIXA,ATIVA,PRIVADO
19081884001660,VERDE,ALTA,ATIVA,PRIVADO
02023784000280,VERDE,ALTA,ATIVA,PRIVADO
06012279000100,AMARELO,ALTA,ATIVA,PUBLICO
86958808000100,AZUL,ALTA,ATIVA,PRIVADO
90715517000150,AMARELO,MEDIA,ATIVA,PRIVADO
09011370000360,VERDE,ALTA,ATIVA,PRIVADO
04416393000170,AMARELO,MEDIA,ATIVA,PRIVADO
01583102000140,LARANJA,BAIXA,ATIVA,PRIVADO
10034413000140,,INATIVA,BAIXADA,PRIVADO
80399983000110,AMARELO,MEDIA,ATIVA,PRIVADO
08191062000130,AZUL,MEDIA,ATIVA,PRIVADO
13048554000100,VERDE,MEDIA,ATIVA,PRIVADO
57244626000160,AZUL,ALTA,ATIVA,PRIVADO
28511202002080,VERMELHO,BAIXA,ATIVA,PRIVADO
23886799000160,VERDE,ALTA,ATIVA,PRIVADO
64652605000140,AMARELO,MEDIA,ATIVA,PRIVADO
82707837000130,LARANJA,MEDIA,ATIVA,PRIVADO
09501281000130,LARANJA,INATIVA,BAIXADA,PRIVADO
10325227000160,AZUL,MEDIA,ATIVA,PRIVADO
02628446000190,AZUL,ALTA,ATIVA,PRIVADO
01367677000630,VERDE,ALTA,ATIVA,PRIVADO
15471036000120,AMARELO,MEDIA,ATIVA,PRIVADO
15800692000120,AMARELO,MEDIA,ATIVA,PUBLICO
10461493000110,LARANJA,BAIXA,ATIVA,PRIVADO
12916983000190,AMARELO,MEDIA,ATIVA,PRIVADO
68239094000190,LARANJA,BAIXA,ATIVA,PRIVADO
60480647000270,VERDE,MEDIA,ATIVA,PRIVADO
15107840002330,VERMELHO,MEDIA,ATIVA,PRIVADO
05337435000140,AZUL,MEDIA,ATIVA,PRIVADO
69012862000130,VERDE,MEDIA,ATIVA,PRIVADO
15815805000160,AMARELO,MEDIA,ATIVA,PUBLICO
13298063000460,VERDE,ALTA,ATIVA,PRIVADO
07196483000190,AZUL,ALTA,ATIVA,PRIVADO
08457049000180,AZUL,MEDIA,ATIVA,PRIVADO
48606321000160,AZUL,ALTA,ATIVA,PRIVADO
32855421000190,AMARELO,MEDIA,ATIVA,PRIVADO
10336075000100,AZUL,MEDIA,ATIVA,PRIVADO
79982948000140,AZUL,MEDIA,ATIVA,PRIVADO
92854884000160,AZUL,MEDIA,ATIVA,PRIVADO
04182235000100,AZUL,MEDIA,ATIVA,PRIVADO
04556234000170,AZUL,ALTA,ATIVA,PRIVADO
33845801000530,VERDE,ALTA,ATIVA,PRIVADO
05011594000150,VERDE,ALTA,ATIVA,PRIVADO
05330646000150,AMARELO,MEDIA,ATIVA,PRIVADO
11137374000170,AZUL,MEDIA,ATIVA,PRIVADO
05235350000150,VERDE,ALTA,ATIVA,PRIVADO
03597496000110,AZUL,MEDIA,ATIVA,PRIVADO
11918079000150,AMARELO,ALTA,ATIVA,PRIVADO
05727734000190,,INATIVA,BAIXADA,PRIVADO
06542866000100,,INATIVA,BAIXADA,PRIVADO
05905411000140,,INATIVA,BAIXADA,PRIVADO
06633455000120,,INATIVA,BAIXADA,PRIVADO
05177376000190,,INATIVA,BAIXADA,PRIVADO
05518366000170,,INATIVA,BAIXADA,PRIVADO
06042261000150,,INATIVA,BAIXADA,PRIVADO
06613666000100,,INATIVA,BAIXADA,PRIVADO
21045349000110,,INATIVA,BAIXADA,PRIVADO
31535412000150,,INATIVA,BAIXADA,PRIVADO
58520164000120,,INATIVA,BAIXADA,PRIVADO
59326546000180,,INATIVA,BAIXADA,PRIVADO
05100244000160,LARANJA,BAIXA,ATIVA,PRIVADO
05398685000190,LARANJA,MEDIA,ATIVA,PRIVADO
05540187000130,VERDE,ALTA,ATIVA,PRIVADO
16953674000140,AMARELO,MEDIA,ATIVA,PRIVADO
36849198000120,AZUL,ALTA,ATIVA,PRIVADO
11910694000110,AMARELO,MEDIA,ATIVA,PRIVADO
08902833000150,AZUL,MEDIA,ATIVA,PRIVADO
04741306000150,VERDE,ALTA,ATIVA,PRIVADO
12266312000120,VERDE,ALTA,ATIVA,PRIVADO
09612415000190,AZUL,MEDIA,ATIVA,PRIVADO
35045624000100,AZUL,ALTA,ATIVA,PRIVADO
08339554000120,AMARELO,MEDIA,ATIVA,PRIVADO
12658070000110,AZUL,MEDIA,ATIVA,PRIVADO
31601859000180,VERDE,ALTA,ATIVA,PRIVADO
03732578000120,AMARELO,MEDIA,ATIVA,PRIVADO
08638122000110,AZUL,MEDIA,ATIVA,PRIVADO
01253549000150,LARANJA,MEDIA,ATIVA,PRIVADO
02290459000100,AMARELO,MEDIA,ATIVA,PRIVADO
58356833000170,LARANJA,MEDIA,ATIVA,PRIVADO
41292954000100,AZUL,ALTA,ATIVA,PRIVADO
01137127000110,VERDE,INATIVA,BAIXADA,PRIVADO
15487819000100,AMARELO,MEDIA,ATIVA,PRIVADO
05169845000200,VERDE,MEDIA,ATIVA,PRIVADO
07538452000170,LARANJA,MEDIA,ATIVA,PRIVADO
00607100000180,LARANJA,MEDIA,ATIVA,PRIVADO
03308596000180,,INATIVA,BAIXADA,PRIVADO
02117806000270,,INATIVA,BAIXADA,PRIVADO
03888794000160,,INATIVA,BAIXADA,PRIVADO
03590209000140,,INATIVA,BAIXADA,PRIVADO
02979796000100,,INATIVA,BAIXADA,PRIVADO
02939080000170,,INATIVA,BAIXADA,PRIVADO
02603823000480,,INATIVA,BAIXADA,PRIVADO
03938010000160,,INATIVA,BAIXADA,PRIVADO
02820258000240,,INATIVA,BAIXADA,PRIVADO
04669813000120,,INATIVA,BAIXADA,PRIVADO
10010722000180,,INATIVA,BAIXADA,PRIVADO
05511958000160,VERDE,MEDIA,ATIVA,PRIVADO
07488767000150,,INATIVA,BAIXADA,PRIVADO
07027374000140,,INATIVA,BAIXADA,PRIVADO
05294012000190,,INATIVA,BAIXADA,PRIVADO
06588548000180,,INATIVA,BAIXADA,PRIVADO
02488119000180,,INATIVA,BAIXADA,PRIVADO
03311870000170,,INATIVA,BAIXADA,PRIVADO
10667289000150,,INATIVA,BAIXADA,PRIVADO
02861585000160,,INATIVA,BAIXADA,PRIVADO
04708951000170,,INATIVA,BAIXADA,PRIVADO
37826641000100,,INATIVA,BAIXADA,PRIVADO
14670210000100,,INATIVA,BAIXADA,PRIVADO
10021243000160,,INATIVA,BAIXADA,PRIVADO
14736003000100,,INATIVA,BAIXADA,PRIVADO
40529943000120,,INATIVA,BAIXADA,PRIVADO
06223288000140,,INATIVA,BAIXADA,PRIVADO
47792411000120,,INATIVA,BAIXADA,PRIVADO
66019480000140,,INATIVA,BAIXADA,PRIVADO
21139233000140,,INATIVA,BAIXADA,PRIVADO
41426479000100,,INATIVA,BAIXADA,PRIVADO
82999491000190,,INATIVA,BAIXADA,PRIVADO
